gap_uid,card,process_ref,process_name,L1_대분류,종류,종류설명,내용,제안담당,담당_근거,선행,관련_row_id,root_cause_id,root_cause,걸린낱말
GX-t63-003,t63,P01,카테고리로 상품 찾기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,상품 0개 중분류(스티커 팩 0 등) 노출 정리 — 337-341,최숙진,,코드는 있는데 원장 상태가 「미착수」다,STD-CAT-030,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-004,t63,P01,카테고리로 상품 찾기,상품·카탈로그,나,나 — 행은 있는데 코드 0,상품군 전용 랜딩(출력/책자/실사/패키지/굿즈) — 상품군 전용 랜딩페이지 5종 미구현. 카테고리 목록으로만 진입 가능.,김동학,,코드·명세를 뒤졌으나 구현을 찾지 못했다,STD-CAT-003,RC-23,실측으로 확인하지 못했다(코드·화면을 찾지 못함),찾지 못했
GX-t63-005,t63,P01,카테고리로 상품 찾기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,메인 기획전/배너 영역 — 351,김동학,,코드는 있는데 원장 상태가 「부분」다,STD-CAT-021,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-006,t63,P01,카테고리로 상품 찾기,상품·카탈로그,나,나 — 행은 있는데 코드 0,홈 더미 콘텐츠 정리(BEST 8종 /product/1 404 · 프로모션 ZONE·새소식 영문 문구) — BEST 8종-프로모션 ZONE 관련 홈 콘텐츠가 코드 주석상 레거시-빈 목록으로 표시돼 더미 상태임을 코드에서도 뒷받침. /product/1 404-새소식 영문 문구는 라이브 화면 이슈라 코드 evidence 미확인.,김동학,,코드·명세를 뒤졌으나 구현을 찾지 못했다,STD-CAT-027,RC-22,레거시·더미 콘텐츠 잔존·하드코딩(운영자가 못 고친다),더미
GX-t63-007,t63,P01,카테고리로 상품 찾기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,품절/판매중지 상품 표시 및 대체 안내 — 1351(isSoldOut),김동학,,코드는 있는데 원장 상태가 「미착수」다,STD-CAT-022,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-008,t63,P01,카테고리로 상품 찾기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,목록 시작가 자동 계산(위젯 기본값) — 오리지널 명함만 수기 입력 — 5991-5993,서희항,,코드는 있는데 원장 상태가 「부분」다,STD-CAT-039,RC-11,상품·가격 원천 이원화(webadmin ↔ 샵바이 동기화),시작가
GX-t63-009,t63,P01,카테고리로 상품 찾기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,목록·검색 시작가 「10원~」 표시(샵바이 salePrice 더미) — 30,김동학,,코드는 있는데 원장 상태가 「미착수」다,STD-CAT-028,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t63-010,t63,P01,카테고리로 상품 찾기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,목록·검색 시작가를 webadmin `GET /api/w/v1/catalog`(게시 위젯+시작가) 로 이관 — 「10원~」 더미 대체 개발안 — GET /api/w/v1/catalog(api_catalog)가 게시 위젯+카테고리+start_price 를 이미 제공하나(widget_api.py:5844-5872) huni-mall 은 이 엔드포인트를 호출하지 않고 shopby 원본 salePrice(catalog.ts:86)를 계속 쓴다 - 이관 미착수 상태가 코드로 확인됨.,김동학+서희항,,코드는 있는데 원장 상태가 「미착수」다,STD-CAT-043,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,shopby
GX-t63-011,t63,P01,카테고리로 상품 찾기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,시작가가 API 로 샵바이에 내려가는데 쇼핑몰에 반영되지 않는 원인 확인 — shopby_sync.py 전체를 확인한 결과 sync 대상은 main_images(118-224행)와 front_display 여부(260-378행)뿐 - salePrice/start_price 를 Shopby 상품 필드로 밀어넣는 함수가 코드에 없다(grep price 0건). 반면 huni-mall 은 shopby 원본 salePrice 를 그대로 읽는다(catalog.ts:86). 즉 시작가가 API로 내려간다는 전제 자체가 코드상 확인되지 않고 실제로는 webadmin에서 Shopby로의 가격 동기화 배선이 없는 것이 원인으로 보인다.,서희항·최숙진,,코드는 있는데 원장 상태가 「미착수」다,STD-CAT-040,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t63-012,t63,P01,카테고리로 상품 찾기,상품·카탈로그,라,라 — 결정 미정,판매중 상품 수 3갈래(대시보드 291·상품목록 판매중 297/검색 291·API ONSALE 226) 기준 정리 — 판매중 상품 수 불일치는 코드 근거 1건으로 환원되지 않는 데이터 정합성 이슈 - 별도 심층조사 필요.,최숙진,,사람이 정해야 끝나는 안건 — 코드가 없는 것이 결함이 아니다,STD-CAT-041,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-013,t63,P01,카테고리로 상품 찾기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,포장재 상품군 주문 경로(전용 옵션·주문 흐름) — 포장재 상품군 전용 주문 경로 코드 없음. 일반 카테고리로 흡수됐는지 여부도 코드상 확인 불가.,김동학,,코드는 있는데 원장 상태가 「부분」다,STD-CAT-024,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-014,t63,P01,카테고리로 상품 찾기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,굿즈 상품군 주문 경로(파우치·백 포함) — 92,김동학,,코드는 있는데 원장 상태가 「부분」다,STD-CAT-025,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-015,t63,P01,카테고리로 상품 찾기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,수작 상품 메인·상품페이지 경로 — 수작 상품 메인-상품페이지 경로 코드 없음.,김동학,,코드는 있는데 원장 상태가 「미착수」다,STD-CAT-026,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-016,t63,P01,카테고리로 상품 찾기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,캘린더 4종 1차 오픈 포함 확정 — 28,최숙진+신우진,,코드는 있는데 원장 상태가 「부분」다,STD-CAT-031,RC-21,1차 런칭 범위·오픈 일정 미확정(무엇을 빼는가가 먼저다),1차 오픈
GX-t63-017,t63,P01,카테고리로 상품 찾기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,포토앨범 1차 오픈 제외 — 전달·문의 멘트 통일 — photobook 메뉴 슬러그가 코드에 등록-존재. 1차 오픈 제외 결정이 내려졌다면 코드에서 아직 반영(제거)되지 않은 상태 - 결정과 코드가 어긋남.,최숙진,,코드는 있는데 원장 상태가 「부분」다,STD-CAT-032,RC-19,게시판·문의·리뷰 응대 운영,문의
GX-t63-018,t63,P02,검색으로 상품 찾기,상품·카탈로그,가,가 — 원장에 행 없음,검색 결과 0건 안내 화면 — 결과 없음일 때 무엇을 보여 주는지 원장에 행이 없다,김동학,,원장 735행에 행을 새로 섞지 않는다 — 이 제안으로만 남긴다,,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-019,t63,P02,검색으로 상품 찾기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,검색어 자동완성·인기검색어 — 인기검색어는 shop API GET /products/favoriteKeywords 로 구현(usePopularKeywords). 자동완성은 grep 0건 - 부분 구현.,김동학,,코드는 있는데 원장 상태가 「부분」다,STD-CAT-006,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-020,t63,P02,검색으로 상품 찾기,상품·카탈로그,나,나 — 행은 있는데 코드 0,종이/소재명 기준 검색(아트지·스노우지 등) — 검색은 상품명 키워드 매칭뿐. 예시 `test` 백틱.,김동학,,코드·명세를 뒤졌으나 구현을 찾지 못했다,STD-CAT-005,RC-23,실측으로 확인하지 못했다(코드·화면을 찾지 못함),찾지 못했
GX-t63-021,t63,P03,상품 상세 읽고 판단하기,상품·카탈로그,가,가 — 원장에 행 없음,상세 → 주문옵션 위젯으로 넘어가는 진입 지점(CTA) — 상세를 읽은 손님이 위젯으로 들어가는 자리가 원장에 행으로 없다,김동학,,원장 735행에 행을 새로 섞지 않는다 — 이 제안으로만 남긴다,,RC-17,옵션·제약·위젯 배선(가격 축),위젯
GX-t63-022,t63,P03,상품 상세 읽고 판단하기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,상품 상세페이지 본문(이미지·설명 블록) — shopby 상품상세(v3) 조회 + vibe-canvas 발행 탭 우선,김동학+최숙진,,코드는 있는데 원장 상태가 「부분」다,STD-CAT-007,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,shopby
GX-t63-023,t63,P03,상품 상세 읽고 판단하기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,상세페이지 탭 6종 자동 등록(디자인가이드·디자인보기 포함) — vibe-canvas 발행 탭(차별점-디자인보기-디자인가이드-유의사항 4종) + 정적 고정 탭(product-sections.tsx 폴백)으로 상세페이지 탭이 자동 매칭-등록됨. 6종은 발행 4종+정적 2종 합산으로 추정.,김동학+서희항+최숙진,,코드는 있는데 원장 상태가 「부분」다,STD-CAT-034,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-024,t63,P03,상품 상세 읽고 판단하기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,메뉴 슬러그형 목업 상세(/product/calendar 등) 잔존 — 「(44 Reviews)」·더미 옵션 — 메뉴 슬러그형(예 /product/calendar) 목업 상세 10개 컨피규레이터 전부에 (44 Reviews) 하드코딩 더미 문구가 잔존.,김동학,,코드는 있는데 원장 상태가 「미착수」다,STD-CAT-029,RC-22,레거시·더미 콘텐츠 잔존·하드코딩(운영자가 못 고친다),목업
GX-t63-025,t63,P03,상품 상세 읽고 판단하기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,레거시 mock 훅 제거 — legacy-data 참조 17파일(configurator 11종·홈 뉴스/프로모·포인트 모달) — home/news.tsx,김동학,,코드는 있는데 원장 상태가 「미착수」다,STD-CAT-042,RC-22,레거시·더미 콘텐츠 잔존·하드코딩(운영자가 못 고친다),레거시
GX-t63-026,t63,P03,상품 상세 읽고 판단하기,상품·카탈로그,나,나 — 행은 있는데 코드 0,동일 계열 상품 분기 안내(일반명함/고급지명함/부분UV명함 등) — 일반명함/고급지명함/부분UV명함처럼 같은 계열 상품 간 분기를 안내하는 UI 없음.,김동학,,코드·명세를 뒤졌으나 구현을 찾지 못했다,STD-CAT-008,RC-23,실측으로 확인하지 못했다(코드·화면을 찾지 못함),찾지 못했
GX-t63-027,t63,P03,상품 상세 읽고 판단하기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,후가공 용어 설명 툴팁(도무송·오시·형압·귀돌이) — 인쇄가이드 후가공 섹션에 도무송-형압-귀도리-오시-박(포일) 항목이 정적 목록(스텁)으로만 존재. 상품 상세 화면 내 인라인 툴팁은 아니고 별도 가이드 페이지 목록 - 스텁 상태.,김동학+최숙진,,코드는 있는데 원장 상태가 「미착수」다,STD-CAT-009,RC-22,레거시·더미 콘텐츠 잔존·하드코딩(운영자가 못 고친다),스텁
GX-t63-028,t63,P03,상품 상세 읽고 판단하기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,상품별 제작 소요일/출고 기준 안내 — 208,김동학+서희항,,코드는 있는데 원장 상태가 「미착수」다,STD-CAT-011,RC-16,배송·택배사 코드 매핑과 출고 처리,출고
GX-t63-029,t63,P03,상품 상세 읽고 판단하기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,재작업 불가 사항 고지(폰트 아웃라인 등) — 105,김동학+최숙진,,코드는 있는데 원장 상태가 「부분」다,STD-CAT-012,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-030,t63,P03,상품 상세 읽고 판단하기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,인쇄 가이드 콘텐츠(11종) — 파일작업-책자-인쇄와종이-후가공-주문-편집기 6개 카테고리 각 12개씩 인쇄가이드 항목 등록(원장 표기 11종). stub() 헬퍼로 본문은 이 가이드는 준비중입니다 로 대부분 스텁.,최숙진+김동학,,코드는 있는데 원장 상태가 「부분」다,STD-CAT-019,RC-13,에디터(Edicus)·보관함 연동 미결,편집기
GX-t63-031,t63,P03,상품 상세 읽고 판단하기,상품·카탈로그,라,라 — 결정 미정,템플릿/샘플 다운로드 제공 — 템플릿/샘플 다운로드 제공 기능 코드 없음. 가이드 항목 제목만 존재.,미정,,사람이 정해야 끝나는 안건 — 코드가 없는 것이 결함이 아니다,STD-CAT-020,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-032,t63,P03,상품 상세 읽고 판단하기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,사진 리뷰 갤러리 — 리뷰 아이템에 fileUrls(사진) 필드가 있어 목록에 사진이 섞여 나오나 사진만 모아 보는 전용 갤러리 뷰-필터는 grep 상 확인 안 됨 - 부분(목록 내 포함만).,김동학,,코드는 있는데 원장 상태가 「부분」다,STD-CAT-015,RC-19,게시판·문의·리뷰 응대 운영,리뷰
GX-t63-033,t63,P03,상품 상세 읽고 판단하기,상품·카탈로그,나,나 — 행은 있는데 코드 0,상품 Q&A 게시 — Shopby API 스펙(전체/상품별 문의 목록 조회)은 있으나 huni-mall 코드에 이를 호출-렌더하는 라우트나 컴포넌트가 없음.,김동학,,코드·명세를 뒤졌으나 구현을 찾지 못했다,STD-CAT-013,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,Shopby
GX-t63-034,t63,P03,상품 상세 읽고 판단하기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,관련상품/함께 주문한 상품 추천 — 10455 relatedProductNos 필드는 스펙상 존재,김동학,,코드는 있는데 원장 상태가 「미착수」다,STD-CAT-016,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-035,t63,P03,상품 상세 읽고 판단하기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,최근 본 상품 — 4635(profile/recent-products) 스펙 존재,김동학,,코드는 있는데 원장 상태가 「미착수」다,STD-CAT-017,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-036,t63,P03,상품 상세 읽고 판단하기,상품·카탈로그,다,다 — 코드는 있는데 연결 안 됨,찜/관심상품 — 찜 기능은 주석상 별도 있음으로 언급되나 실제 like-products 를 호출하는 코드-화면(버튼-목록)은 grep 0건 - 미구현으로 판단.,김동학,,코드는 있는데 원장 상태가 「미착수」다,STD-CAT-018,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-037,t63,P04,디자인 상품 고르기,상품·카탈로그,나,나 — 행은 있는데 코드 0,디자인 상품 화면 구조 — 카테고리 → 디자인 목록 → 상세 페이지 — 디자인 상품(에디터 전용)의 화면 구조가 3단계로 분리된 코드는 없음. webadmin api_designs는 prd_cd 단위 디자인 목록 API만 제공.,서희항,,코드·명세를 뒤졌으나 구현을 찾지 못했다,STD-CAT-033,RC-13,에디터(Edicus)·보관함 연동 미결,에디터
