row_id,track,step,title,status,owner_now,remaining,verdict,owner_proposed,judged_by,basis,note,evidence
STD-INF-005,T3,A5,공지사항 고객 화면(목록·상세),부분,최숙진,Y,분할,김동학+최숙진,merged-owner_side,merged.csv t48:105 owner_side/system=huni-mall,공지사항 고객 화면 — 화면=김동학 / 공지 내용 작성·게시=최숙진,https://shopby.huniprinting.co.kr/notice @ 2026-09-16 21:27
STD-INF-006,T3,A5,자주묻는질문(FAQ) 고객 화면,미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:97 owner_side/system=huni-mall,,https://shopby.huniprinting.co.kr/faq 404 @ 2026-09-16 21:27
STD-INF-007,T3,A5,가이드북 고객 화면(작업 유의사항 11종),부분,최숙진,Y,분할,최숙진+김동학,merged-owner_side,"merged.csv t48:100,t49:4 owner_side/system=huni-mall,pagebuilder",가이드북 고객 화면 — 작업 유의사항 11종 내용=최숙진 / 화면 구현=김동학,https://shopby.huniprinting.co.kr/guide @ 2026-09-16 21:27
STD-INF-008,T5,E3,푸터 SNS 4종·입점제휴문의·카톡상담 링크가 '#',미착수,최숙진,Y,재배정,김동학,merged-owner_side,merged.csv t48:217 owner_side/system=huni-mall,그 일이 사는 곳=huni-mall,https://shopby.huniprinting.co.kr/ @ 2026-09-16 21:26
STD-INF-009,T3,A5,[구IA#64] 공지사항 관리 (등록/수정/html생성),미실측,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:7 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),IA No.64 공지사항 · webadmin 해당 없음 @ 2026-09-16 21:28 · 샵바이 게시판(R1d 미확인)
STD-INF-010,T3,A5,[구IA#65] 자주묻는질문 관리,미실측,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:8 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),IA No.65 FAQ · webadmin 해당 없음 @ 2026-09-16 21:28
STD-INF-011,T3,A5,[구IA#72] 이용후기관리 (관리자등록/수정),미실측,최숙진,Y,담당맞음,최숙진,merged-owner_side,merged.csv t48:9 owner_side/system=shopby,셀러어드민 설정·운영(코드 0),IA No.72 이용후기 · 샵바이 상품후기(R1d 미확인)
STD-INF-012,T3,A5,뉴스·소식 공간 신설(갤러리형/게시판형/커뮤니티형 중 택1 + 메뉴명),미착수,채훈희,Y,재배정,김동학,merged-owner_side,merged.csv t48:106 owner_side/system=huni-mall,그 일이 사는 곳=huni-mall,후니-오픈잔여작업-실무진안내_260909.html §항목 5 · ④ 완료 기준
STD-INF-013,T3,A5,저장소 문서 stale 정비 — docs/api/README 「코드는 아직 backend API 기준」·frontend README 「서버 확정 시 기입」·연동 현황 보고서(9/2) 갱신,미착수,김동학,Y,담당맞음,김동학,merged-owner_side,merged.csv t48:183 owner_side/system=huni-mall,,huni-skin-shopby/docs/api/README.md:16-17 · docs/api/frontend/README.md:5-7 · artifacts/shopby-integration-status-report.md:6(2026-09-02 기준)
STD-OPT-001,T2,A3,상품 상세 내 주문옵션 위젯 마운트(격리 렌더),작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:211,t49:238,t49:313 owner_side/system=widget",,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000069@2026-09-16 21:34
STD-OPT-002,T2,A3,정규화 옵션 데이터 계약 기반 위젯 구동,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:227,t49:239 owner_side/system=webadmin,widget","여러 시스템에 걸치나 담당은 한 사람(webadmin,widget)",https://huni-admin.printly.co.kr/sdk/guide/@2026-09-16 21:29
STD-OPT-003,T2,A3,옵션 컴포넌트 타입 다형 렌더(셀렉트·라디오·체크·수치입력·이미지선택),작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:243,t49:257,t49:260 owner_side/system=widget",,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000031@2026-09-16 21:34
STD-OPT-004,T2,A3,옵션 선택 캐스케이드(상위 선택이 하위 목록 갱신),부분,서희항,Y,담당맞음,서희항,merged-owner_side,merged.csv t49:244 owner_side/system=widget,,raw/webadmin/webadmin/config/urls.py:249 (validate) · :368 (dim-choices)
STD-OPT-005,T2,A3,토글형 후가공 섹션(켜야 하위 선택지 노출),부분,서희항,Y,담당맞음,서희항,rule-step,print-story/02_capture/order-flow-steps.md §A-7 토글형 후가공,사는 시스템 미확인 — 단계 A3 기본 담당과 일치(약한 근거),print-story/02_capture/order-flow-steps.md §A-7 토글형 후가공
STD-OPT-006,T2,A3,옵션 그룹 접기/펼치기·진행 스텝 표시,부분,서희항,Y,담당맞음,서희항,merged-owner_side,merged.csv t49:271 owner_side/system=widget,,print-story/02_capture/order-flow-steps.md §C 옵션 테이블 복잡도
STD-OPT-007,T2,A3,선택 요약 패널(현재 사양 한눈에),작동,서희항,N,담당맞음,서희항,merged-owner_side,merged.csv t49:229 owner_side/system=widget,,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000031@2026-09-16 21:34
STD-OPT-008,T2,B2,용지(자재) 선택,작동,서희항,N,담당맞음,서희항,evidence-path,https://huni-admin.printly.co.kr/admin/product-viewer/?prd=PRD_000069@2026-09-16 21:30,,https://huni-admin.printly.co.kr/admin/product-viewer/?prd=PRD_000069@2026-09-16 21:30
STD-OPT-009,T2,B2,평량(g/㎡) 선택,작동,서희항,N,담당맞음,서희항,evidence-path,https://huni-admin.printly.co.kr/admin/product-viewer/?prd=PRD_000069@2026-09-16 21:30,,https://huni-admin.printly.co.kr/admin/product-viewer/?prd=PRD_000069@2026-09-16 21:30
STD-OPT-010,T2,B2,비종이 소재 선택(아크릴·PVC·패브릭 등),작동,서희항,N,담당맞음,서희항,evidence-path,https://huni-admin.printly.co.kr/admin/product-viewer/?prd=PRD_000069@2026-09-16 21:30,,https://huni-admin.printly.co.kr/admin/product-viewer/?prd=PRD_000069@2026-09-16 21:30
STD-OPT-011,T2,B2,인쇄도수 선택(단면/양면·4도/8도·1도),작동,서희항,N,담당맞음,서희항,evidence-path,https://huni-admin.printly.co.kr/admin/product-viewer/?prd=PRD_000069@2026-09-16 21:30,,https://huni-admin.printly.co.kr/admin/product-viewer/?prd=PRD_000069@2026-09-16 21:30
STD-OPT-012,T2,B2,별색(spot color) 선택,작동,서희항,N,담당맞음,서희항,evidence-path,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000031@2026-09-16 21:34,,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000031@2026-09-16 21:34
STD-OPT-013,T2,B2,화이트/UV white 언더베이스 선택,작동,서희항,N,담당맞음,서희항,evidence-path,https://huni-admin.printly.co.kr/admin/price-simulator/@2026-09-16 21:29,,https://huni-admin.printly.co.kr/admin/price-simulator/@2026-09-16 21:29
STD-OPT-014,T2,B2,규격 사이즈 선택(프리셋),작동,서희항,N,담당맞음,서희항,merged-owner_side,merged.csv t49:261 owner_side/system=widget,,https://huni-admin.printly.co.kr/admin/product-viewer/?prd=PRD_000069@2026-09-16 21:30
STD-OPT-015,T2,B2,비규격 사이즈 직접입력(재단 가로·세로),작동,서희항,N,담당맞음,서희항,merged-owner_side,merged.csv t49:268 owner_side/system=widget,,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000146@2026-09-16 21:34
STD-OPT-016,T2,B2,작업 사이즈 입력·자동 도출(도련 포함),부분,최숙진,Y,재배정,서희항,merged-owner_side,merged.csv t49:278 owner_side/system=widget,그 일이 사는 곳=widget,P-BLEED-32-01 HOLD_BASIS 32건 — 라이브 완제품 사이즈에 블리드 미적용(자동제외 중)
STD-OPT-017,T2,B2,수량 선택(구간 프리셋 + 직접입력),작동,서희항,N,담당맞음,서희항,merged-owner_side,merged.csv t49:276 owner_side/system=widget,,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000146@2026-09-16 21:34
STD-OPT-018,T2,B2,건수(디자인 종류 수) 입력 및 총량 = 건수×수량 규칙 표시,작동,서희항,N,담당맞음,서희항,merged-owner_side,merged.csv t49:256 owner_side/system=widget,,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000031@2026-09-16 21:34
STD-OPT-019,T2,B2,페이지 수 입력(책자류 필수 축),부분,서희항,Y,담당맞음,서희항,rule-step,X-ENGINE-PAGE-01 094 30P 보류(page 전송 코드트랙) · P-PHOTOBOOK-PAGEFEE-01 페이지비 전액 미청구,사는 시스템 미확인 — 단계 B2 기본 담당과 일치(약한 근거),X-ENGINE-PAGE-01 094 30P 보류(page 전송 코드트랙) · P-PHOTOBOOK-PAGEFEE-01 페이지비 전액 미청구
STD-OPT-020,T2,B2,표지/내지/간지 용지 개별 선택,작동,서희항,N,담당맞음,서희항,merged-owner_side,merged.csv t49:267 owner_side/system=widget,,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000069@2026-09-16 21:34
STD-OPT-021,T2,B2,표지/내지 인쇄도수 개별 선택,작동,서희항,N,담당맞음,서희항,evidence-path,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000069@2026-09-16 21:34,,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000069@2026-09-16 21:34
STD-OPT-022,T2,B2,제본 방식 선택(중철·무선·PUR·트윈링·하드커버),작동,서희항,N,담당맞음,서희항,evidence-path,https://huni-admin.printly.co.kr/admin/price-simulator/@2026-09-16 21:29,,https://huni-admin.printly.co.kr/admin/price-simulator/@2026-09-16 21:29
STD-OPT-023,T2,B2,제본 방향 선택(좌철/상철 × 세로/가로),작동,서희항,N,담당맞음,서희항,evidence-path,https://huni-admin.printly.co.kr/admin/price-simulator/@2026-09-16 21:29,,https://huni-admin.printly.co.kr/admin/price-simulator/@2026-09-16 21:29
STD-OPT-024,T2,B2,코팅 선택(무광/유광 × 단면/양면),부분,서희항,Y,담당맞음,서희항,rule-step,X-ENGINE-SETCOAT-01 price_simulate_set이 coat_side_cnt 드롭 → 셋트 경로 표지 코팅비 누락(C트랙),사는 시스템 미확인 — 단계 B2 기본 담당과 일치(약한 근거),X-ENGINE-SETCOAT-01 price_simulate_set이 coat_side_cnt 드롭 → 셋트 경로 표지 코팅비 누락(C트랙)
STD-OPT-025,T2,B2,박 선택(색상 다종 × 면 × 크기 × 내용같음/틀림),부분,최숙진,Y,재배정,서희항,merged-owner_side,merged.csv t49:277 owner_side/system=widget,그 일이 사는 곳=widget,X-ENGINE-FOIL-01 박 엔진 미지원 — 027/028/029 박 가산 전부 0(데이터로 못 고침·C트랙)
STD-OPT-026,T2,B2,형압(양각/음각) 선택,부분,서희항,Y,담당맞음,서희항,evidence-path,raw/webadmin/webadmin/config/urls.py:356-360 (옵션 축) · X-ENGINE-FOIL-01 동일 엔진 경로,,raw/webadmin/webadmin/config/urls.py:356-360 (옵션 축) · X-ENGINE-FOIL-01 동일 엔진 경로
STD-OPT-027,T2,B2,오시 선택(줄 수 × 방향),부분,서희항,Y,담당맞음,서희항,evidence-path,raw/webadmin/webadmin/config/urls.py:356-360 · 오배선 실증 huni-product-lifecycle §7.4,,raw/webadmin/webadmin/config/urls.py:356-360 · 오배선 실증 huni-product-lifecycle §7.4
STD-OPT-028,T2,B2,미싱 선택,부분,서희항,Y,담당맞음,서희항,rule-step,P-DEDUP-PROC-3-01 공정 중복정리 BLOCKED 3건(미싱086 포함) — 부모↔자식 가격사슬 단절,사는 시스템 미확인 — 단계 B2 기본 담당과 일치(약한 근거),P-DEDUP-PROC-3-01 공정 중복정리 BLOCKED 3건(미싱086 포함) — 부모↔자식 가격사슬 단절
STD-OPT-029,T2,B2,타공 선택(직경 × 개수 × 위치),부분,서희항,Y,담당맞음,서희항,rule-step,X-WGT-PUNCH-01 시뮬레이터/위젯이 procs detail{타공수}를 전송해야 타공수별 가산 작동(코드트랙),사는 시스템 미확인 — 단계 B2 기본 담당과 일치(약한 근거),X-WGT-PUNCH-01 시뮬레이터/위젯이 procs detail{타공수}를 전송해야 타공수별 가산 작동(코드트랙)
STD-OPT-030,T2,B2,귀돌이/라운딩 선택(반경 × 모서리 위치),부분,서희항,Y,담당맞음,서희항,rule-step,X-WGT-ATTB-01 합성 ATTB / size-linked 반경 잠복 — 컨버전 시 보정 필요,사는 시스템 미확인 — 단계 B2 기본 담당과 일치(약한 근거),X-WGT-ATTB-01 합성 ATTB / size-linked 반경 잠복 — 컨버전 시 보정 필요
STD-OPT-031,T2,B2,도무송(전체/부분·모양·개수) 선택,작동,서희항,N,담당맞음,서희항,evidence-path,https://huni-admin.printly.co.kr/admin/product-viewer/?prd=PRD_000066@2026-09-16 21:30,,https://huni-admin.printly.co.kr/admin/product-viewer/?prd=PRD_000066@2026-09-16 21:30
STD-OPT-032,T2,B2,넘버링(일반/난수 × 자릿수 × 개수) 선택,미착수,서희항,Y,담당맞음,서희항,rule-step,print-story/02_capture/order-flow-steps.md §C-7-5 넘버링,사는 시스템 미확인 — 단계 B2 기본 담당과 일치(약한 근거),print-story/02_capture/order-flow-steps.md §C-7-5 넘버링
STD-OPT-033,T2,B2,부분UV/에폭시 선택,부분,서희항,Y,담당맞음,서희항,rule-step,X-GAP-UVFORM-01 webadmin UV 변형 입력 폼 적재경로 '미상' 정직 표기 잔존,사는 시스템 미확인 — 단계 B2 기본 담당과 일치(약한 근거),X-GAP-UVFORM-01 webadmin UV 변형 입력 폼 적재경로 '미상' 정직 표기 잔존
STD-OPT-034,T2,B2,부자재 선택(케이스·폴리백·포장),작동,서희항,N,담당맞음,서희항,merged-owner_side,merged.csv t49:255 owner_side/system=widget,,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000146@2026-09-16 21:34
STD-OPT-035,T2,B2,상품별 기본제공 부자재 규칙 표시,미착수,최숙진,Y,재배정,서희항,merged-owner_side,merged.csv t49:320 owner_side/system=widget,그 일이 사는 곳=widget,F-046/SCOPE-046/IA-046 B13 추가상품 PARTIAL·미착수
STD-OPT-036,T2,B2,추가상품(악세사리) 템플릿 묶음 선택,작동,서희항,N,담당맞음,서희항,merged-owner_side,merged.csv t49:269 owner_side/system=widget,,https://huni-admin.printly.co.kr/admin/sku-catalog/@2026-09-16 21:28
STD-OPT-037,T2,A3,옵션 조합 제약 규칙 평가(불가 조합 차단·사유 표시),부분,서희항,Y,담당맞음,서희항,merged-owner_side,"merged.csv t49:228,t49:288 owner_side/system=widget",,raw/webadmin/webadmin/config/urls.py:371 (제약규칙 관리) · :249 (validate) — 그러나 X-CR-ENFORCE-CLIENT-01: 위젯/장바구니/주문 어디에도 validate 호출 없음
STD-OPT-038,T2,A3,자재→가능 인쇄방식 게이팅,부분,서희항,Y,담당맞음,서희항,evidence-path,raw/webadmin/webadmin/config/urls.py:371 · X-CR-ENFORCE-ENGINE-01 가격엔진이 제약을 전혀 참조하지 않음,,raw/webadmin/webadmin/config/urls.py:371 · X-CR-ENFORCE-ENGINE-01 가격엔진이 제약을 전혀 참조하지 않음
STD-OPT-039,T2,A3,공정 택일 그룹(상호배타) 처리,부분,최숙진,Y,재배정,서희항,evidence-path,raw/webadmin/webadmin/config/urls.py:371 · P-CPQ-CLASSA-01 PRD_000146 고리 그룹 sel_typ/min/max NULL,그 일이 사는 곳=webadmin,raw/webadmin/webadmin/config/urls.py:371 · P-CPQ-CLASSA-01 PRD_000146 고리 그룹 sel_typ/min/max NULL
STD-OPT-040,T2,A3,필수 동반 옵션 강제(예 인쇄없음 시 후가공 필수),부분,서희항,Y,담당맞음,서희항,rule-step,X-CR-C9-01 폼빌더에 수치 범위 조건 타입 부재 — 자유치수 19건+raw-only 7건 UI 관리 불가,사는 시스템 미확인 — 단계 A3 기본 담당과 일치(약한 근거),X-CR-C9-01 폼빌더에 수치 범위 조건 타입 부재 — 자유치수 19건+raw-only 7건 UI 관리 불가
STD-OPT-041,T2,A3,수량 최소/최대/증분 검증,작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:171,t49:173 owner_side/system=webadmin",,https://huni-admin.printly.co.kr/admin/product-viewer/?prd=PRD_000066@2026-09-16 21:30
STD-OPT-042,T2,A3,사이즈 범위·비율 검증(매트릭스 밖 사이즈 차단),부분,서희항,Y,담당맞음,서희항,rule-step,X-CR-C9-01 수치 범위 조건 타입 부재,사는 시스템 미확인 — 단계 A3 기본 담당과 일치(약한 근거),X-CR-C9-01 수치 범위 조건 타입 부재
STD-OPT-043,T2,A2,옵션 변경 시 실시간 재견적,작동,서희항,N,담당맞음,서희항,merged-owner_side,merged.csv t49:240 owner_side/system=widget,,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000031@2026-09-16 21:34
STD-OPT-044,T2,A2,서버 권위 가격 계산(클라이언트 계산 금지),작동,서희항,N,담당맞음,서희항,merged-owner_side,merged.csv t49:225 owner_side/system=webadmin,,https://huni-admin.printly.co.kr/sdk/guide/@2026-09-16 21:29
STD-OPT-045,T2,A2,가격 0원/계산불가 상태 처리 및 사용자 안내,부분,최숙진,Y,담당맞음,최숙진,rule-step,P-ZEROQUOTE-119-01 0원 견적 조합 119건/32상품 — 손님이 0원에 주문 가능(4주째 OPEN),사는 시스템 미확인 — 단계 A2 기본 담당과 일치(약한 근거),P-ZEROQUOTE-119-01 0원 견적 조합 119건/32상품 — 손님이 0원에 주문 가능(4주째 OPEN)
STD-OPT-046,T2,A2,가격 내역 분해 표시(인쇄비·후가공비·부가세),작동,서희항,N,담당맞음,서희항,merged-owner_side,"merged.csv t49:241,t49:274 owner_side/system=widget",,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000069@2026-09-16 21:34
STD-OPT-047,T2,A2,수량구간 할인 적용,작동,서희항,N,담당맞음,서희항,merged-owner_side,merged.csv t49:242 owner_side/system=widget,,https://huni-admin.printly.co.kr/admin/price-viewer/?prd=PRD_000146@2026-09-16 21:30
